Node_ID,Hop_Count,Transmission_Delay,Buffer_Occupancy,Channel_Utilization,Energy_Level,Link_Quality,Congestion_Status,Packet_Size,PDR,Traffic_Class,Routing_Algorithm,Latency_Category
358,2,23.713174343908705,18.533017952871443,95.98628027134552,0.7665273162216272,0.6613426789447244,High,512,0.8708563836046097,High-Priority,DSR,Medium Latency
359,6,48.412852052944615,7.896916219082861,61.63004859257241,0.7021074541137926,0.03840087732634456,Medium,128,0.9215053831363584,Normal,AODV,High Latency
360,9,9.357723233585745,23.95101699095381,55.68784431720959,0.33135221873631704,0.3682501073951331,Medium,64,0.742456360734988,High-Priority,AODV,Low Latency
361,8,43.44429608098498,79.45782787001903,41.57751035233219,0.675662902207073,0.9790318407916674,Medium,256,0.9647410584829407,Normal,OLSR,High Latency
362,5,38.852182954307914,3.4670266726483323,42.89443334301443,0.39593722619594984,0.4207365625686168,Low,64,0.8747186525225509,High-Priority,AODV,High Latency
363,1,38.56900004773819,58.280683508348964,54.090500383808084,0.7562537914224343,0.5019454051318417,Medium,512,0.7380531780677791,Normal,AODV,High Latency
364,7,42.254683083032695,99.54375161913099,69.64298070361072,0.4541836627367061,0.9099301581597186,Low,128,0.8385775612617204,Normal,AODV,High Latency
365,5,38.07509714805565,85.56960938375394,70.21460961818295,0.41227972783166555,0.7172618758657564,High,128,0.9534375213597734,High-Priority,DSR,High Latency
366,6,31.348394049407627,52.14456890435895,17.169390770544958,0.934729915488301,0.5820701311242236,Medium,256,0.969268658035948,High-Priority,OLSR,Medium Latency
367,7,6.649119396351139,6.364090928664234,50.0112752076627,0.25087909989070023,0.7978046813410725,Medium,128,0.7793948514996284,Normal,DSR,Low Latency
368,3,1.7230563566134707,83.13735143857099,41.195809503410196,0.12044733999656543,0.8643662664559733,Medium,128,0.9133797474131359,Normal,OLSR,Low Latency
369,3,46.050307606002775,59.89785081772106,87.05269662693841,0.5845431132594582,0.45688807173726687,High,128,0.729995574245133,Normal,DSR,High Latency
370,5,30.870850694584828,11.493299705956684,63.14189212183764,0.9693218122841789,0.4751083649318354,Medium,128,0.7100637614236474,High-Priority,AODV,Medium Latency
371,6,39.8472108197112,9.38572848233562,53.25040664159818,0.37783921372718665,0.3860509356518358,Low,128,0.8681196861459828,Normal,DSR,High Latency
372,9,24.127965340476248,90.96268194365923,11.539464217891737,0.06203676362878152,0.9667061400184606,High,512,0.9084482737984377,High-Priority,DSR,Medium Latency
373,5,5.953678629223484,66.92002629380784,60.56378893234115,0.33930526730956745,0.6971662542903504,High,64,0.9387360193529506,Normal,OLSR,Low Latency
374,1,6.3467710309072665,82.92867993167555,11.720390568023342,0.5059316543195584,0.0832230662080723,High,1024,0.8020648715366003,Normal,OLSR,Low Latency
375,4,34.30970783272567,87.89789002822673,33.720657556575205,0.1619230066322137,0.8629596233130185,High,128,0.701957623128666,Normal,DSR,High Latency
376,5,21.57226415548319,57.17723520483222,14.284196481433186,0.658102218056492,0.4805599408362681,High,1024,0.8438557711334062,Normal,OLSR,Medium Latency
377,5,10.106183862346802,51.74463517550413,69.20736470243689,0.9977493890102006,0.06875390642248747,Low,1024,0.7047560636120701,High-Priority,OLSR,Low Latency
378,7,24.630567882397703,43.042741032099016,20.62521138361526,0.4517394759814438,0.549717255163311,High,512,0.7275953532012399,High-Priority,OLSR,Medium Latency
379,4,3.304025960049191,31.69465877911193,39.1859373188026,0.35472855673021264,0.4171642789757021,Medium,128,0.7980067067595245,Normal,DCPO-AdaBoost,Low Latency
380,1,29.1403729555285,43.459596085871176,89.56747776187787,0.40070416683446664,0.8777494048626249,High,1024,0.8311516148680531,Normal,OLSR,Medium Latency
381,5,13.522770881311374,77.38796557301563,20.431638339897027,0.11514617839520114,0.20399460360938737,High,128,0.7838408323688946,Normal,DCPO-AdaBoost,Medium Latency
382,7,39.89819912179569,60.19234310151316,50.780506395877914,0.8832736014262238,0.8264646094921829,High,256,0.8745595799514123,High-Priority,DCPO-AdaBoost,High Latency
383,6,15.58706175028633,89.2523289954846,41.9271661166022,0.414825655521352,0.5576886911854527,High,256,0.7166049367654285,Normal,OLSR,Medium Latency
384,5,22.81548543918188,44.33800143791877,1.8124041045729733,0.3872744114248413,0.05461030321346905,High,256,0.7433739130718754,High-Priority,DSR,Medium Latency
385,4,0.6798649414142217,60.7089578718754,79.27581135728128,0.6596902729304743,0.9718453013254846,Low,1024,0.9085775202266301,High-Priority,OLSR,Low Latency
386,2,3.715099700948488,63.130755309198875,6.904590631459973,0.4420334209311235,0.5126152441031999,Low,256,0.7426422560793753,High-Priority,AODV,Low Latency
387,4,19.685428464693572,59.16971623063255,47.42550209769536,0.648233468807846,0.2908768542315825,High,512,0.8919325604711267,High-Priority,DSR,Medium Latency
388,3,24.048947852384465,70.26337730855164,56.06782949389499,0.061446290130787506,0.4694068419892581,Low,512,0.7164053862260096,Normal,DCPO-AdaBoost,Medium Latency
389,1,30.041025351153255,23.74334683748063,62.842645661458704,0.8137233437222274,0.857857783517489,Medium,1024,0.8222146837357421,Normal,DCPO-AdaBoost,Medium Latency
390,8,14.653962677594231,51.23637775457907,68.86316293078755,0.9405039528794026,0.3049031243850635,High,128,0.7532228410363546,High-Priority,DSR,Medium Latency
391,5,34.779596117714476,10.422480280834767,25.327238352271507,0.648765386159386,0.19267639648670032,Medium,64,0.7328908847605559,Normal,DSR,Medium Latency
392,4,43.02010761974131,38.45113276448126,0.9978776658449373,0.9545659288588108,0.12907124693088146,Medium,128,0.8701098350503682,Normal,OLSR,High Latency
393,8,39.014564345778155,48.76670686212644,72.3443662354912,0.1514323143699633,0.29785939839021125,High,128,0.9785007316016865,Normal,DCPO-AdaBoost,High Latency
394,7,2.0769793848830216,65.22242595454725,53.56565993475786,0.4774161894803537,0.7800480870400435,Medium,128,0.7164361143770646,High-Priority,AODV,Low Latency
395,2,24.077296668165665,95.05310525862035,83.61177032072487,0.6018067339454473,0.4716263651952617,Medium,128,0.8264662744654102,Normal,OLSR,Medium Latency
396,1,5.336015903066926,60.06510665483559,82.13883629006943,0.5817366474211867,0.22748160369353998,Medium,64,0.9122606313236331,Normal,DSR,Low Latency
397,4,12.17804629154012,74.35939161765597,84.33261677878832,0.40146177908904324,0.1661849996097492,High,256,0.838806349506348,Normal,DCPO-AdaBoost,Medium Latency
398,8,49.33446340403061,50.626605949520275,48.50946599795402,0.3380844093662614,0.3327294765103791,High,128,0.9419487838315735,Normal,DSR,High Latency
399,2,7.210527590785509,63.41040313763313,33.362839583686565,0.1268240225504188,0.9399243728857088,Medium,512,0.7538935947592394,Normal,DSR,Low Latency
400,3,24.99451885722267,7.093221613377343,79.155820259137,0.3917424505622782,0.3430267125900244,High,1024,0.9878782615083221,Normal,DSR,Medium Latency
401,1,30.945971142474143,25.439158084184697,45.12941130292549,0.16266081510548513,0.9881240759546354,High,1024,0.8155487883317621,Normal,OLSR,Medium Latency
402,1,35.15300203015079,36.185309320513866,18.34421964034345,0.7343656764922184,0.4852304557653562,Medium,512,0.8024708898832825,Normal,AODV,Medium Latency
403,3,28.026469305997015,47.249335500651355,85.49740195614743,0.20883093549458998,0.17916391829015088,High,128,0.9623817383509498,Normal,AODV,High Latency
404,5,0.5875652862172646,4.564874550238374,88.25598767723473,0.05856530528453385,0.8911400917935094,Low,64,0.86916010956753,Normal,DCPO-AdaBoost,Low Latency
405,3,16.390419281375195,14.002409755331769,46.63097561401701,0.5523661378172343,0.4603553731348269,High,256,0.8549333025708464,High-Priority,DSR,Medium Latency
406,1,25.933811004897102,27.68143077913058,7.569972730978747,0.5952297327194016,0.7096713435045244,Low,1024,0.9180933758585292,Normal,AODV,Medium Latency
407,1,4.484538307327184,97.15326909010507,38.782608991693124,0.8719130612805055,0.9837115832091518,Medium,256,0.8739502714843271,High-Priority,DSR,Low Latency
408,8,17.59628386733812,33.134700710305076,80.35376594626034,0.5769816124176819,0.050175350319974,High,64,0.7487546934271345,Normal,DCPO-AdaBoost,Medium Latency
409,2,1.7568351286891917,48.20410581120825,90.17740285462287,0.3454808537234457,0.09669455978756714,Medium,1024,0.9022592868594789,High-Priority,DSR,Low Latency
410,3,4.021067008035534,19.609771273839293,20.347274249759582,0.8030118815263205,0.7204567414627562,Medium,256,0.7400406637846385,High-Priority,AODV,Low Latency
411,2,19.906471482459644,61.07800710757682,6.697361202527152,0.5402788931874211,0.281825003295472,Medium,64,0.9417573116002186,Normal,DSR,Medium Latency
412,3,6.722516126748711,28.068321551597432,87.73504531328386,0.07928028463119174,0.18430139695009906,Medium,256,0.9969209793136813,High-Priority,AODV,Low Latency
413,7,28.420288328251754,20.699257843842677,38.94049389788753,0.5658505603132467,0.039361879819729495,Medium,128,0.8132162874924329,High-Priority,DCPO-AdaBoost,Medium Latency
414,1,34.50430195994956,51.65726284459791,54.176096426756324,0.9080185454216624,0.021846711986201806,High,64,0.8334267694606037,High-Priority,DSR,High Latency
415,8,40.049276285543236,0.5505799160420821,96.80658120507589,0.39631262549822055,0.7744856031197909,Low,256,0.7139300966448436,Normal,AODV,High Latency
416,2,10.087497187816023,0.7664032649225327,6.656472791422285,0.29632580189980007,0.13443342736955,High,128,0.7041199564247734,High-Priority,DCPO-AdaBoost,Low Latency
417,3,8.45738085472758,21.906880910185777,64.83180074520956,0.14346945701802005,0.4677206159711509,High,128,0.9764258004628983,High-Priority,DSR,Low Latency
418,9,5.3179352326865725,3.672136250082114,7.410542257486707,0.15144552193535732,0.605896815179483,High,64,0.7385872181317575,Normal,DCPO-AdaBoost,Low Latency
419,7,31.857869452227472,10.802575413069137,37.54689284665004,0.4327714843418189,0.42835180056884625,High,512,0.833733624267841,High-Priority,AODV,Medium Latency
420,4,35.35313875169637,33.88606493387516,80.38145451934467,0.5956798241615295,0.027106652336233106,Low,1024,0.9446063871566684,High-Priority,DSR,High Latency
421,5,1.6761486267995378,80.25856795798128,43.34722327556344,0.08061540516960175,0.7835015025879088,High,64,0.9667956279784959,High-Priority,DSR,Low Latency
422,2,46.81699108756012,57.204864336930086,99.71823539029504,0.9395685890251657,0.010513224541653488,Medium,128,0.8558193055850403,Normal,DSR,High Latency
423,8,2.693367054208473,51.26677259564164,55.905928494660216,0.7551336174451959,0.761889894377484,High,128,0.8695097574927849,High-Priority,DCPO-AdaBoost,Low Latency
424,4,27.110687131523417,29.348882320812166,32.11621526359535,0.5866239182836627,0.8933044937881227,High,64,0.9009051917389818,Normal,DCPO-AdaBoost,Medium Latency
425,9,35.48211992060073,93.17537194328163,22.011132590475313,0.8284386709389908,0.4328399210571723,Low,512,0.9884147410431146,High-Priority,AODV,High Latency
426,5,43.56135927492967,39.70150412371917,35.05205342861618,0.08018675681211329,0.5355424730977982,Low,1024,0.8808009882833515,High-Priority,OLSR,High Latency
427,9,35.73293791340815,8.70927667957715,37.25332737595508,0.4768388777331244,0.47698339261765377,Medium,256,0.8678425778369039,High-Priority,DSR,Medium Latency
428,4,40.106231345182614,61.70665161178013,6.8713677723960975,0.6300931268616634,0.3892086186234388,High,64,0.7043602405797972,High-Priority,DSR,High Latency
429,5,17.038564607886023,11.38383934766014,36.95741994267732,0.8286529061182892,0.8874245353703603,High,1024,0.7242849106067067,Normal,AODV,Low Latency
430,9,40.75977317595096,34.52231428016921,46.423851973922496,0.7834695600492677,0.8939335106699905,High,1024,0.8731514879871989,High-Priority,DSR,High Latency
431,8,4.097730834595289,50.74119387178089,72.27377522388046,0.27706924971339963,0.3358163646415345,Medium,128,0.980872116342161,Normal,DCPO-AdaBoost,Low Latency
432,3,44.75135113742033,87.42225246851758,65.6729484721608,0.9408801695592043,0.615069754014698,Low,256,0.9600074045198185,High-Priority,DCPO-AdaBoost,High Latency
433,1,27.42485957007144,49.35465803401187,70.87656552291543,0.12434584143087035,0.9269075621458641,Medium,64,0.9947736768976614,Normal,DSR,Medium Latency
434,3,40.88315872112844,70.22587660316643,0.8363681876857099,0.8751336186211521,0.9620584989413515,High,128,0.8583502112683822,High-Priority,DSR,High Latency
435,4,22.670682397463178,99.28168389990704,21.766739958053606,0.9709402496046186,0.5089590404220475,Low,128,0.9363792815313301,High-Priority,DCPO-AdaBoost,Medium Latency
436,2,32.214526990306595,13.148911989798162,66.16842883998565,0.17715352322262556,0.4528248052843268,Low,512,0.9521200994468022,Normal,DSR,Medium Latency
437,1,26.36749278071205,27.47315255195195,48.398936817974715,0.7220660642037853,0.2786943159285258,Medium,1024,0.8944094971992586,Normal,DCPO-AdaBoost,Medium Latency
438,7,36.60631713559106,39.45760755976464,0.5313475668345946,0.040285518777998464,0.95887187319041,Low,64,0.8016249712643522,Normal,OLSR,High Latency
439,8,4.173336103326419,42.18281785388314,80.44946424318223,0.40542282513915495,0.14281430447286736,Low,64,0.8409935303973384,Normal,OLSR,Low Latency
440,7,3.1115689911291335,41.102107526554576,77.28095732903374,0.516283299197674,0.579829576047725,High,64,0.9573751216730704,High-Priority,DSR,Low Latency
441,5,12.430451377106307,90.76110025565549,54.841916299356264,0.5806452259096341,0.2825502675186389,High,128,0.7895643777946492,Normal,DSR,Medium Latency
442,1,8.061279537648097,71.40326444668564,6.646332577627212,0.9359372482485595,0.2790082903477966,Low,512,0.9771229393799945,Normal,DSR,Low Latency
443,7,43.601999972950864,60.79052140907037,76.65150495325847,0.6722506872941947,0.40496858737618846,Low,256,0.7689419024267995,Normal,DCPO-AdaBoost,High Latency
444,7,11.03877796916641,30.93727178627821,58.37135877313639,0.481277951219237,0.9987929358156545,Medium,128,0.9248549245470342,High-Priority,OLSR,Low Latency
445,9,48.79567626537465,82.37903842212947,78.19599771579591,0.8096750362658893,0.054966306839822066,Medium,256,0.8891677703037215,High-Priority,OLSR,High Latency
446,3,16.91110000937823,95.5060511484989,75.17469923958404,0.9505328209544089,0.5785418182035315,Low,512,0.9248798323362286,High-Priority,AODV,Medium Latency
447,9,9.187683992866093,82.11982825502265,80.30020719578371,0.022066148682290843,0.08257215803527718,High,1024,0.8312042717297784,High-Priority,AODV,Medium Latency
448,1,39.50595550640971,0.15651051914729042,51.80080664046248,0.9825212722560387,0.15452082999051897,Low,64,0.9797923187661954,Normal,DSR,High Latency
449,1,32.96951799749372,63.6401370183407,14.032451819351499,0.08613213906368034,0.4395629417728987,Low,256,0.8897416607234432,High-Priority,DCPO-AdaBoost,High Latency
450,4,24.959966251011636,5.1135381442100725,67.11574733796887,0.8143867792687614,0.5104601313464413,High,128,0.7864887413662769,Normal,DSR,Medium Latency
451,9,27.8126411917878,25.760722033372186,62.04737850519706,0.2803347525514125,0.258792408364524,High,256,0.8915365211956431,High-Priority,OLSR,Medium Latency
452,6,35.98816873578597,5.952470034777169,74.22531871990871,0.13217965775387175,0.3164571308744162,Medium,1024,0.7860447241621094,Normal,DSR,High Latency
453,3,11.499891592431807,60.37954529493877,16.98810060507353,0.4398556397138349,0.08696702025593306,Medium,64,0.7880897175279622,Normal,DSR,Medium Latency
454,1,49.817062411231426,68.65899134926067,19.497519990028923,0.6439565794476135,0.3032197838442505,Medium,256,0.8198795534862604,Normal,OLSR,High Latency
455,4,48.74217879112448,11.448763806590511,89.04095172193284,0.380951845023475,0.9665584393805441,Medium,1024,0.9557291252707356,Normal,OLSR,High Latency
456,9,32.551251748712154,38.38388830449795,74.99777984520708,0.05456540828269896,0.9447073816724817,High,128,0.8500893623181975,Normal,OLSR,High Latency
457,3,10.057168301364342,45.6236508955542,90.82284887003229,0.5994611396587166,0.334878290136985,Low,512,0.9036702526690622,High-Priority,OLSR,Low Latency
458,9,34.04338929732144,36.90530217609166,75.87153211639207,0.9024032761106747,0.5708539362787616,Medium,128,0.8175903220823388,Normal,AODV,Medium Latency
459,7,3.7027006080608746,12.102500048519305,59.71553059903019,0.3832153659472517,0.9095953911109443,Medium,64,0.7790816319420644,Normal,DCPO-AdaBoost,Low Latency
460,4,1.6295598600697228,41.89477901874754,65.41327370278736,0.21633277763082703,0.0061838226408966745,High,128,0.9863920482148694,Normal,DCPO-AdaBoost,Low Latency
461,3,12.958376136709562,75.11780478084181,88.91279239400099,0.4425773459328154,0.8106835703375919,High,128,0.8810743741369188,Normal,OLSR,Medium Latency
462,5,23.184885541291884,7.100766453325546,57.88067545119405,0.04836271104878087,0.948369552788919,Low,128,0.9801854015748155,High-Priority,DCPO-AdaBoost,Medium Latency
463,5,43.42679801987819,8.018001408190345,63.239132432838744,0.8204875844802748,0.09132573433355706,Low,128,0.7610239006594944,High-Priority,DCPO-AdaBoost,High Latency
464,3,36.38573658133877,35.47712918359842,15.647671600360058,0.8263408109501867,0.16144768603292103,High,64,0.7440682491738798,Normal,DCPO-AdaBoost,High Latency
465,9,37.161055407879054,94.1725711618925,47.39212201161027,0.5880004634296284,0.9607463027713554,Medium,1024,0.956746872137171,Normal,DCPO-AdaBoost,High Latency
466,4,21.33211738895896,66.85726467229141,71.6397111958099,0.3531028889383895,0.5375401436403463,Medium,256,0.9042751637851754,Normal,OLSR,Medium Latency
467,5,17.36215612809345,67.86699566725648,27.09426983163654,0.7997833644457834,0.014196634471723701,Medium,512,0.7559735497760923,Normal,DSR,Medium Latency
468,4,18.614834272931674,36.1919990837865,20.22541805245349,0.5546870247883672,0.25763199876352916,Low,256,0.7808079101990613,High-Priority,DSR,Medium Latency
469,5,49.38371323042929,59.36607912085384,31.382680822441557,0.8259323085500162,0.4499436742688596,Medium,256,0.9401991824575934,High-Priority,DSR,High Latency
470,7,2.1014486514828756,1.0131184027743378,24.150062799283344,0.6314587925830206,0.6929089110247677,Medium,512,0.8361605859987808,Normal,AODV,Low Latency
471,9,43.36487165651018,63.60960464095422,21.491263703639586,0.7844054732127973,0.7331603781367996,High,64,0.9011621519518273,Normal,DCPO-AdaBoost,High Latency
472,7,28.97590288776243,91.32869475762368,42.48508428680869,0.59856299321776,0.9954215129254561,Medium,512,0.7955056066408033,Normal,OLSR,Medium Latency
473,5,21.986909417560565,61.25734683448192,90.78385138835341,0.4141410682156662,0.287511199383759,High,64,0.814368985832463,Normal,OLSR,Medium Latency
474,7,36.29035725471531,87.3698593466345,50.705964673871826,0.9579458599261376,0.5382201018684752,Medium,256,0.9972137675869315,Normal,AODV,High Latency
475,5,24.384780177092672,72.39730554660937,18.792038081532304,0.5411138248788447,0.533323547859605,Low,64,0.7742851261524155,High-Priority,OLSR,Medium Latency
476,3,43.683819580274864,12.055841640369025,7.697166938087408,0.6050895185405384,0.4056452594472375,Medium,1024,0.8519369131109542,High-Priority,DSR,High Latency
477,7,45.0450230141618,90.24533072858418,69.61561451379252,0.22048763941474925,0.1691618938424202,Medium,512,0.9533207029571596,Normal,AODV,High Latency
478,2,21.143874250985426,6.644384435577488,38.279876443638784,0.6256507894272765,0.9774565631838426,High,1024,0.7717669640997573,High-Priority,OLSR,Medium Latency
479,9,13.913707082029072,53.39674725477638,82.18309465853592,0.5716076494829438,0.8533171866665861,High,256,0.8245641270052992,High-Priority,AODV,Medium Latency
480,1,29.658281396808775,14.213712379345766,65.95107686407702,0.18483839794702495,0.4983330282942372,High,512,0.8845273862109965,High-Priority,AODV,Medium Latency
481,6,45.62693094627288,1.1706610730904066,79.62414505413685,0.059587097353143714,0.6032454226840298,Medium,256,0.8443564454425307,Normal,OLSR,High Latency
482,7,10.612043231382762,42.2034260127639,27.194603941844875,0.6043593197147711,0.2272610535596623,Medium,1024,0.8378506799710952,High-Priority,DSR,Low Latency
483,8,31.18603251981779,29.504070765415623,69.2358922461058,0.7636922693503205,0.5437870703917469,Low,256,0.8087529193966371,High-Priority,OLSR,Medium Latency
484,9,31.614854982616777,48.6000493797603,26.406198469371876,0.5234013709220082,0.6949701331214758,Medium,512,0.8759938983324775,Normal,DCPO-AdaBoost,Medium Latency
485,2,36.68233981852252,57.71998867345508,93.90684794502916,0.2267726253196457,0.5151670283865888,Low,512,0.8873118093770831,High-Priority,DCPO-AdaBoost,High Latency
486,2,6.665227487850264,4.373907230894735,63.63742815333744,0.6665219766930349,0.9902851705849413,High,256,0.8959868622704088,Normal,OLSR,Low Latency
487,5,35.81966573763622,12.300329512374564,32.451180017534206,0.08010572660960225,0.6113416562477262,High,512,0.7211104323718087,High-Priority,DSR,High Latency
488,5,45.46072278121549,55.86423964504254,26.951186229227265,0.4418337048019546,0.37097371259216905,High,512,0.8893102527136146,Normal,DCPO-AdaBoost,High Latency
489,6,9.066187132625073,34.316735317265824,19.09265850716435,0.1633667583984202,0.7721520276158381,Low,256,0.9859711536343698,Normal,DCPO-AdaBoost,Low Latency
490,3,11.953411913701494,72.9173487549448,69.46409588937279,0.18445905105988336,0.17046251158164205,Medium,1024,0.8622958706584251,High-Priority,OLSR,Medium Latency
491,8,48.572615192677816,65.22916485919397,21.87156129979273,0.20229394915820365,0.38451581370626653,High,512,0.9145801247527733,High-Priority,OLSR,High Latency
492,1,9.13074994020354,84.56043629899068,59.53032659274891,0.3867070570439779,0.34695895037758584,Medium,512,0.8670196923277653,Normal,OLSR,Medium Latency
493,6,42.733816159142,69.24928266692253,26.463502692535734,0.051150205620397626,0.43180709510777726,Medium,512,0.9564221855775936,Normal,AODV,High Latency
494,4,24.664665036756936,42.99310773901481,66.19689447938686,0.3977934409290982,0.7817798259287263,High,512,0.9788749283792707,High-Priority,AODV,Medium Latency
495,1,12.436830612718534,67.29666223944324,81.49397285405392,0.5117074471147008,0.48417303216340746,Low,256,0.7552659697889077,High-Priority,AODV,Medium Latency
496,7,43.550420073498316,27.538117425541852,77.80252431446532,0.4832942849663252,0.7940144502659627,Medium,1024,0.8310580109671379,High-Priority,OLSR,High Latency
497,9,22.32073222463301,30.63134987782127,76.08513309307817,0.38278410040304056,0.5764889031398659,High,1024,0.8177146302798164,High-Priority,DSR,Medium Latency
498,4,25.78938596109154,78.89851599207933,18.772240569225207,0.8391466080707525,0.34206943465755535,Medium,64,0.8215645369897836,Normal,DCPO-AdaBoost,Medium Latency
499,4,18.025745133048307,44.64195164015822,8.838494698451871,0.1453266924205041,0.8099787436834724,Medium,512,0.7376572543683627,Normal,AODV,Medium Latency
500,6,29.68824748660288,79.83803405183525,69.89488284873856,0.505696743781374,0.23828967055309158,Medium,512,0.9440847177942158,Normal,DSR,High Latency
501,3,8.259841241992635,82.24223736682784,36.83472137943513,0.062041416956554296,0.2243829797997955,Medium,64,0.7107298729044805,High-Priority,OLSR,Medium Latency
502,6,19.61496867892286,85.75623376612837,43.23462264033473,0.07115567887790974,0.5045029240548358,Medium,1024,0.858467982318147,High-Priority,AODV,Medium Latency
503,7,48.473674884530844,91.66352358412072,3.1149092793391064,0.5738658496770963,0.2608492459620889,Low,128,0.8985635164134074,Normal,OLSR,High Latency
504,3,12.980858291786264,43.098522051329624,25.95764492750492,0.566018424887821,0.009087034951216322,Low,128,0.7622408314176631,Normal,DSR,Medium Latency
505,7,32.87115956061048,31.886681832113883,3.3676403874464023,0.878033512844457,0.6482975272988015,High,1024,0.9717550576296387,Normal,AODV,Medium Latency
506,3,16.326984204812277,58.21987465941139,87.91857726012476,0.5578736756600732,0.511093821472398,Low,512,0.9515647621074379,Normal,AODV,Medium Latency
507,2,38.696308971761376,37.117242343762754,24.339668321853047,0.9597910204048502,0.4455178144931612,Low,128,0.8413251188451776,Normal,AODV,High Latency
508,4,6.630595669845656,60.1074166800233,55.73371695730081,0.04869484839992977,0.9669685146183153,Low,256,0.8233446797020416,Normal,AODV,Low Latency
509,8,48.49407014941938,70.55858626438246,3.897932066113041,0.09800768478074107,0.5711991839629137,Medium,256,0.77097037756333,High-Priority,DSR,High Latency
510,9,22.7440981150436,68.84050184921368,66.6847391305658,0.04406586157038139,0.8634315777893845,Medium,64,0.918997967393489,Normal,AODV,Medium Latency
511,7,11.878918120988551,37.45528870201213,32.30273457540939,0.18527685033354002,0.13945023620516017,High,1024,0.7395231398895892,Normal,DCPO-AdaBoost,Medium Latency
512,1,3.7674876917676317,16.68602016987528,89.79191869576658,0.5412701109416781,0.5692064631294277,High,1024,0.9040713261531349,Normal,DCPO-AdaBoost,Low Latency
513,3,8.570919463868282,43.05293384622075,88.81181889340358,0.645572181427428,0.8679796267309029,High,128,0.9527370958355241,Normal,OLSR,Low Latency
514,9,26.036720032945283,14.259414408190874,32.529061836174776,0.0455851579486688,0.583105757279898,Medium,512,0.7685414727751071,Normal,AODV,Medium Latency
515,1,16.916458503921188,89.00970351838083,90.09608956904678,0.9459708898455993,0.7180141781270015,Low,1024,0.9599282208696269,Normal,DCPO-AdaBoost,Medium Latency
516,9,41.46127995754221,34.58774607378574,99.61576734987788,0.842165376650381,0.3720435678122074,Low,128,0.7099969598318525,Normal,DCPO-AdaBoost,High Latency
517,8,21.601287430724117,15.445974722332378,82.5415664123948,0.2966124821570931,0.09244951703706661,Medium,128,0.9738362156159577,High-Priority,DCPO-AdaBoost,Medium Latency
518,1,12.510842202122731,2.5447759905750877,84.4871347755229,0.07718753022646796,0.4579002951270714,High,1024,0.7355086683553894,Normal,DSR,Low Latency
519,6,30.8955348315411,64.58223862864843,24.90087361090899,0.16988707321905727,0.3944793908388575,High,128,0.8937277533814098,High-Priority,AODV,High Latency
520,5,35.368183122583744,63.69023174547432,57.67023988577563,0.12694441375497267,0.8670601823789473,High,64,0.7750247406741825,High-Priority,DSR,High Latency
521,6,8.435391204257398,34.060416658129164,6.725591396736785,0.12328377929894685,0.24399530235247224,Medium,64,0.9509657173508841,High-Priority,DSR,Low Latency
522,5,8.464198892787051,7.171188884765101,9.491793682166971,0.5185616886657339,0.9667342275351081,High,1024,0.85369010827464,Normal,DCPO-AdaBoost,Low Latency
523,6,1.9299042039837944,40.9628894895232,99.88926120332906,0.2458474424934003,0.9581381198044961,High,512,0.7405723573739503,Normal,DCPO-AdaBoost,Low Latency
524,5,36.846460551775465,31.12174950633936,32.663924942591095,0.35813971652914445,0.2476316430714387,Medium,64,0.8712974713977935,Normal,OLSR,High Latency
525,5,33.223845928328075,67.71206397350093,74.81839120488463,0.9895053333843224,0.3480519554773205,Low,64,0.8223647830590949,Normal,AODV,High Latency
526,4,23.784080699915712,60.57792494526903,80.66650530268164,0.6843142489253448,0.895555740873885,Medium,1024,0.8984343449839303,Normal,AODV,Medium Latency
527,3,42.22410540356294,36.459372819754,85.80232710072292,0.9489806670470013,0.9666222208961075,Medium,256,0.9645709854290379,Normal,DCPO-AdaBoost,High Latency
528,3,40.30294063220765,21.78925542549901,99.76282974021565,0.1425565550331156,0.44343910283604404,Medium,128,0.8228167393550255,Normal,DCPO-AdaBoost,High Latency
529,4,29.309182783397933,98.80359661555919,24.149648525686786,0.38213947483256927,0.3209970456408978,Medium,64,0.7869642038601579,Normal,AODV,High Latency
530,9,43.426736897611605,45.40016211961149,4.035082685969971,0.5547318032823543,0.526094013251542,Low,256,0.7043545283582826,Normal,OLSR,High Latency
531,2,10.371476380834736,68.82742357802371,41.1191517994586,0.07675806188873802,0.6877692063657348,High,512,0.8724517113579624,Normal,DCPO-AdaBoost,Medium Latency
532,9,5.684789007946621,14.055296757836079,13.008066982894695,0.004187443627957865,0.2734745153749798,Medium,256,0.82068243022943,High-Priority,OLSR,Low Latency
533,1,13.560505614697782,48.55896996593978,2.2425889162055124,0.6704343337969175,0.7364731746190728,Low,1024,0.8123947657044486,Normal,DSR,Low Latency
534,1,2.9486341188568113,2.7536719869465487,36.04268271414861,0.6418195168014353,0.051657357114641034,High,512,0.7548805963852637,Normal,DCPO-AdaBoost,Low Latency
535,5,26.605359447251498,50.545511791044994,78.37382510752364,0.41078880999961176,0.04929449276441644,High,512,0.8290166035573823,Normal,DSR,Medium Latency
536,6,46.836624045518576,96.40174071177023,56.61806912250709,0.48964407603203264,0.3862877051455452,High,256,0.9953325860750104,High-Priority,DCPO-AdaBoost,High Latency
537,6,2.0632426793586314,38.420671298580025,31.277798921035405,0.4154430005920896,0.3534731920607206,Medium,1024,0.7893262461016732,Normal,DSR,Low Latency
